SBS8뉴스,SBS,vod,9505.47,9142.43,73.27,0,160.07,314.95,1263.9,186.29,1494.01,349.35,1949.29,856.61,1137.87,1356.83,363.04,113.9,3.88,3.84,0.58,46.18,0,90.63,7.56,31.25,30.64,23.46,11.12,1월,,,,,,,,,,,,,,,,,,,,,,,,,,,
미스터트롯3,소계,소계,12989.09,12155.2,5.34,18.37,905.14,10.01,64.29,317.32,589.96,1559.36,889.59,2258.25,1525.37,4012.18,833.89,0,32.9,1.54,18.52,51.43,5.06,38.8,0.58,11.91,7.64,665.5,0,1월,,,,,,,,,,,,,,,,,,,,,,,,,,,
미스터트롯3,TV CHOSUN,소계,8501.3,7937.78,5.34,0,582.15,9.87,26.74,233.35,341.35,1356.92,482.86,1424.7,908.1,2566.4,563.52,0,7.53,0,0,2.01,3.77,27.2,0,0,0,523.01,0,1월,,,,,,,,,,,,,,,,,,,,,,,,,,,
미스터트롯3,TV CHOSUN,live,1357.04,973.11,3.95,0,45.1,3.31,4.1,107.6,3.27,114.36,37.48,212.86,128.59,312.48,383.93,0,4.17,0,0,0,3.77,0,0,0,0,375.99,0,1월,,,,,,,,,,,,,,,,,,,,,,,,,,,
미스터트롯3,TV CHOSUN,vod,7144.26,6964.67,1.39,0,537.05,6.56,22.64,125.75,338.08,1242.57,445.37,1211.84,779.5,2253.92,179.59,0,3.36,0,0,2.01,0,27.2,0,0,0,147.01,0,1월,,,,,,,,,,,,,,,,,,,,,,,,,,,
미스터트롯3,TV CHOSUN2,소계,4487.79,4217.41,0,18.37,322.99,0.14,37.55,83.97,248.61,202.44,406.73,833.55,617.28,1445.78,270.38,0,25.37,1.54,18.52,49.42,1.29,11.6,0.58,11.91,7.64,142.5,0,1월,,,,,,,,,,,,,,,,,,,,,,,,,,,
미스터트롯3,TV CHOSUN2,live,630.99,561.58,0,0,0,0.07,19.12,3.34,40.09,2.02,5.68,174.94,206.09,110.25,69.41,0,0,0,0,3.07,0,0,0.26,0,0,66.08,0,1월,,,,,,,,,,,,,,,,,,,,,,,,,,,
미스터트롯3,TV CHOSUN2,vod,3856.8,3655.84,0,18.37,322.99,0.07,18.43,80.63,208.53,200.42,401.05,658.62,411.19,1335.53,200.97,0,25.37,1.54,18.52,46.35,1.29,11.6,0.32,11.91,7.64,76.42,0,1월,,,,,,,,,,,,,,,,,,,,,,,,,,,
현역가왕2,소계,소계,12109.14,11835.11,0,181.3,72.07,5.58,87.14,341.72,117.64,610.49,1329.24,3225.75,1816.39,4047.78,274.03,35.14,104.01,7.74,0,2.71,1.25,1.87,0,5.97,39.87,75.49,0,1월,,,,,,,,,,,,,,,,,,,,,,,,,,,
현역가왕2,MBN,소계,7854.91,7659,0,91.68,0,2.09,67.54,235.12,61.46,446.31,853.78,1948.34,1078.06,2874.62,195.9,25.22,95.09,6.93,0,2.38,1.25,1.87,0,4.53,23.5,35.14,0,1월,,,,,,,,,,,,,,,,,,,,,,,,,,,
현역가왕2,MBN,live,1820.52,1812.79,0,4.06,0,0,40.53,131,3.97,137.08,126.96,404.44,188.93,775.82,7.73,0.15,5.64,0,0,1.84,0,0,0,0,0,0.11,0,1월,,,,,,,,,,,,,,,,,,,,,,,,,,,
현역가왕2,MBN,vod,6034.39,5846.22,0,87.63,0,2.09,27.01,104.12,57.49,309.23,726.82,1543.9,889.13,2098.8,188.17,25.08,89.45,6.93,0,0.54,1.25,1.87,0,4.53,23.5,35.03,0,1월,,,,,,,,,,,,,,,,,,,,,,,,,,,
현역가왕2,MBN Plus,소계,4254.23,4176.11,0,89.62,72.07,3.49,19.6,106.59,56.19,164.18,475.46,1277.41,738.33,1173.16,78.13,9.92,8.92,0.81,0,0.32,0,0,0,1.45,16.36,40.35,0,1월,,,,,,,,,,,,,,,,,,,,,,,,,,,
현역가왕2,MBN Plus,live,864.1,853.67,0,10.96,72.07,0,0,1.85,15.04,77.75,39.62,153.13,176.53,306.72,10.43,0,2.87,0.17,0,0,0,0,0,0,4.86,2.53,0,1월,,,,,,,,,,,,,,,,,,,,,,,,,,,
